   category  currentStock  dailySales30dAvg  dailySales90dAvg lastReorderDate lastSaleDate  leadTimeDays  marginPct  reorderPoint  reorderQty  seasonalIndex      skuId                             skuName  stockoutDaysLast90d                supplier  unitCost  unitPrice  regra_bomba  regra_sazonal  regra_zumbi  score_risco
       FOOD            37              1.24              1.04      2026-01-12   2026-03-24            14       34.0            25          44           1.00 SKU-013584                  Leite Premium 250g                    5  Ponto Forte Atacadista     16.12      24.42        False          False        False            0
       FOOD           121              7.49              8.90      2025-11-14   2026-03-28            10       21.1            95         247           1.14 SKU-013585                        Ëleo Pro 1kg                    0        Alianþa ComÚrcio     18.51      23.45        False          False        False            0
       FOOD           150              6.56              6.87      2026-03-04   2026-03-27            14       34.8           115         253           1.22 SKU-013586                    MacarrÒo Sul 5kg                    0      Ind·stria Reunidas      8.02      12.30        False          False        False            0
       FOOD            87              2.15              2.90      2025-12-06   2026-03-24            14       51.8            34         103           0.81 SKU-013587                   Leite Master 250g                    0      Ind·stria Reunidas     23.40      48.53        False          False        False            0
       FOOD            22              1.98              1.54      2025-12-28   2026-03-28             7       38.1            15          61           0.71 SKU-013589                   Aþ·car Silver 5kg                    0         MaxiSuprimentos     39.18      63.28        False          False        False            0
       FOOD            30              0.62              0.86      2025-11-18   2026-03-28            21       32.2            15          31           1.22 SKU-013592               MacarrÒo Original 5kg                    1      Ind·stria Reunidas      3.34       4.92        False          False        False            0
       FOOD            85              1.20              1.16      2026-02-16   2026-03-26            30       44.7            47          47           0.73 SKU-013604                      CafÚ Maxi 200g                    0       Comercial Vit¾ria     25.47      46.03        False          False        False            0
       FOOD           103             11.16             11.77      2026-01-08   2026-03-24             5       44.5            74         598           0.71 SKU-013605                      CafÚ Fresh 5kg                    0            Stock Direct      7.58      13.65        False          False        False            0
       FOOD            11             11.32             12.63      2026-03-02   2026-03-26             7       31.9           117         400           0.97 SKU-013606                      Ëleo Fresh 1kg                    0   VivaMais DistribuiþÒo     14.81      21.75         True          False        False           70
       FOOD            24             37.83             34.89      2025-12-14   2026-03-28             7       43.4           293        1737           0.75 SKU-013607                  Aþ·car Aurora 200g                    1       AtacadÒo Nordeste     32.40      57.29         True          False        False           85
       FOOD           478             17.38             11.06      2026-02-18   2026-03-25            14       32.9           231         686           0.99 SKU-013613                     FeijÒo Sul 250g                    5   VivaMais DistribuiþÒo     27.09      40.40        False          False        False            0
       FOOD            98              3.08              2.70      2025-11-27   2026-03-27            14       24.6            48         158           1.10 SKU-013618                    MacarrÒo Pro 5kg                    0         TopParts Brasil     42.26      56.03        False          False        False            0
       FOOD            70             30.29             19.84      2025-12-05   2026-03-30             5       48.2           116        1607           0.94 SKU-013621                  FeijÒo Aurora 250g                    0      Ind·stria Reunidas     18.22      35.14         True          False        False           85
       FOOD           175              0.00              0.09      2026-02-14   2025-08-28            10       54.7             1           1           1.06 SKU-013622                 Arroz Nordeste 500g                    0        Alianþa ComÚrcio      5.98      13.21        False          False         True            0
       FOOD            45              2.04              2.84      2026-02-16   2026-03-29            10       62.8            30          83           0.85 SKU-013631                   Arroz Vivace 250g                    0         TopParts Brasil     43.00     115.52        False          False        False            0
       FOOD            38             13.29             11.78      2025-11-02   2026-03-24            10       31.0           195         491           0.72 SKU-013634                  CafÚ Nordeste 250g                    0         TopParts Brasil     38.95      56.41         True          False        False           70
       FOOD            11              1.14              1.51      2026-01-11   2026-03-24             7       57.1            10          56           1.03 SKU-013635                   Ëleo TopMark 500g                    0         MaxiSuprimentos     17.58      40.94        False          False        False            0
       FOOD          2098             63.45             29.61      2025-12-24   2026-03-25            21       59.9           852        1960           0.96 SKU-013640                     Ëleo Silver 1kg                    0      Casa & Lar Atacado     38.07      94.97        False          False        False            0
       FOOD            67             26.77             31.20      2025-12-19   2026-03-25            14       64.9           539         783           0.89 SKU-013641                  Aþ·car Vivace 200g                    0            Stock Direct     10.22      29.08         True          False        False           85
       FOOD            59              6.69              6.69      2026-02-09   2026-03-26             7       49.9            51         137           0.99 SKU-013643                     Aþ·car Vita 1kg                    1        Alianþa ComÚrcio     44.61      89.10        False          False        False            0
       FOOD            51              1.54              1.66      2026-02-10   2026-03-26            14       55.1            27          59           1.09 SKU-013650                      Leite Gold 5kg                    0   VivaMais DistribuiþÒo     26.08      58.13        False          False        False            0
       FOOD           131              8.65              9.97      2025-10-31   2026-03-27            10       33.8           102         433           1.19 SKU-013652                     FeijÒo Pro 250g                    0 PrimeFood Distribuidora     42.79      64.61        False          False        False            0
       FOOD           276              8.23              6.77      2026-02-11   2026-03-30            14       53.9           153         288           1.03 SKU-013660                MacarrÒo TopMark 5kg                    5         TopParts Brasil     35.49      77.01        False          False        False            0
       FOOD           394             13.91              4.79      2025-12-21   2026-03-30            10       44.1           156         482           1.63 SKU-013674                     Aþ·car Eco 200g                   10            Stock Direct     43.03      77.02        False          False        False            0
       FOOD            93              4.77              5.92      2026-01-15   2026-03-29             7       28.6            47         126           0.96 SKU-013678                      Aþ·car Eco 5kg                    0            Stock Direct     41.75      58.48        False          False        False            0
       FOOD            81              5.97              6.12      2026-01-26   2026-03-24             5       62.1            35         173           1.19 SKU-013684                  Arroz Premium 250g                    0         TopParts Brasil      8.61      22.72        False          False        False            0
       FOOD             7              0.96              0.78      2026-01-09   2026-03-24             3       42.5             3          30           0.82 SKU-013685                    FeijÒo Plus 500g                    0   Distribuidora Central     42.67      74.19        False          False        False            0
       FOOD            22              1.14              1.34      2025-10-16   2026-03-28             7       53.3            11          66           0.98 SKU-013689                       CafÚ Pro 200g                    0            GlobalSupply     11.82      25.30        False          False        False            0
       FOOD           199             18.09             17.31      2026-01-08   2026-03-29             5       23.6           127         445           0.90 SKU-013691                    Ëleo TopMark 1kg                    0         MaxiSuprimentos     33.29      43.55        False          False        False            0
       FOOD            12              0.96              1.13      2025-12-31   2026-03-31             5       48.3             5          31           1.21 SKU-013696                  MacarrÒo Vita 250g                    0   VivaMais DistribuiþÒo      9.00      17.39        False          False        False            0
       FOOD            32              0.00              0.27             NaN   2025-12-22            30       32.8             1           1           0.89 SKU-013702                  FeijÒo TopMark 5kg                    0        Alianþa ComÚrcio      9.31      13.85        False          False         True            0
       FOOD            94              7.01              7.36      2026-02-22   2026-03-27             7       48.1            72         178           0.87 SKU-013704                   FeijÒo Aurora 1kg                    0         TopParts Brasil     42.88      82.62        False          False        False            0
       FOOD            52              3.33              2.73      2026-01-08   2026-03-24             7       21.4            26         129           1.12 SKU-013708                      Arroz Eco 500g                    0   VivaMais DistribuiþÒo     15.32      19.49        False          False        False            0
       FOOD            39             42.78             22.30      2025-10-23   2026-03-28            10       36.6           261        1560           1.00 SKU-013711                   FeijÒo Fresh 500g                   12   VivaMais DistribuiþÒo     31.55      49.74         True          False        False           70
       FOOD            10              1.49              1.92      2025-11-18   2026-03-27             5       46.2             9          73           0.99 SKU-013713                     Ëleo Vivace 5kg                    1            GlobalSupply      5.16       9.60        False          False        False            0
       FOOD            73              2.24              2.90      2026-03-18   2026-03-28            14       64.9            42          84           0.85 SKU-013717                 FeijÒo Natural 500g                    5            GlobalSupply     19.45      55.45        False          False        False            0
       FOOD            65              1.46              1.30      2025-12-14   2026-03-24            21       30.2            38          38           0.74 SKU-013731                MacarrÒo Aurora 500g                    0 PrimeFood Distribuidora     31.46      45.06        False          False        False            0
       FOOD           376              4.67              4.39      2025-12-28   2026-03-26            30       51.8           188         188           1.01 SKU-013736                      Ëleo Fresh 5kg                    1      Ind·stria Reunidas      5.98      12.42        False          False        False            0
       FOOD            42             10.92             11.83      2025-12-18   2026-03-24             3       29.6            41         425           0.79 SKU-013737                FeijÒo Nordeste 500g                    0        Alianþa ComÚrcio     28.41      40.37        False          False        False            0
       FOOD            74              3.38              2.79      2026-03-21   2026-03-28            10       59.2            40         126           1.15 SKU-013738                  Leite Premium 500g                    0        Alianþa ComÚrcio     41.23     101.09        False          False        False            0
       FOOD            85             18.43             18.00      2026-02-26   2026-03-29             7       32.1           161         645           0.84 SKU-013739                     FeijÒo Eco 200g                    0      Ind·stria Reunidas     39.26      57.78         True          False        False           70
       FOOD            43              2.65              3.13      2025-12-29   2026-03-30             7       46.0            27          62           0.96 SKU-013750                  Leite TopMark 500g                    0   Distribuidora Central     36.27      67.19        False          False        False            0
       FOOD            27             13.02             11.56      2025-12-22   2026-03-29             7       50.2           108         674           1.20 SKU-013752                     FeijÒo Pro 500g                    8       AtacadÒo Nordeste     42.70      85.81         True          False        False           85
       FOOD            69             14.75              7.35      2026-02-25   2026-03-31             7       32.2           154         366           1.68 SKU-013753                       CafÚ Eco 500g                    6 PrimeFood Distribuidora     11.35      16.73         True           True        False           85
       FOOD             8              0.47              0.59      2026-01-29   2026-03-30             7       30.6             4          21           0.87 SKU-013761                    CafÚ Aurora 250g                    0   VivaMais DistribuiþÒo     34.22      49.28        False          False        False            0
       FOOD           383             13.89             10.76      2026-02-28   2026-03-24            21       36.1           382         675           1.04 SKU-013762                     Aþ·car Plus 1kg                    0         MaxiSuprimentos     22.02      34.47        False          False        False            0
       FOOD           334             11.81              4.17      2026-01-14   2026-03-30            14       37.3           232         356           1.82 SKU-013765                       CafÚ Plus 1kg                    0   Distribuidora Central     12.98      20.71        False          False        False            0
       FOOD           317             11.76              9.30      2026-01-08   2026-03-28            21       40.1           316         589           1.15 SKU-013776                      CafÚ Maxi 250g                    0      Casa & Lar Atacado      8.68      14.49        False          False        False            0
       FOOD           184             16.55              7.69      2026-01-24   2026-03-31             7       56.0           171         558           1.65 SKU-013777                  Aþ·car Silver 500g                    2  Ponto Forte Atacadista     12.26      27.85        False          False        False            0
       FOOD           311             11.01             11.33      2025-12-10   2026-03-28            14       58.0           218         275           1.00 SKU-013780                  MacarrÒo Fresh 1kg                    1   Distribuidora Central     10.35      24.63        False          False        False            0
       FOOD            53              1.67              1.58      2026-01-28   2026-03-29            14       29.6            30          72           0.80 SKU-013787                      CafÚ Mini 200g                    0       Comercial Vit¾ria     18.17      25.82        False          False        False            0
       FOOD           180              0.00              0.11      2025-12-21   2025-08-21            21       23.2             1           1           1.11 SKU-013796                 MacarrÒo Master 1kg                    0       AtacadÒo Nordeste     12.71      16.55        False          False         True            0
       FOOD           280              5.58              4.45      2026-02-06   2026-03-29            30       48.1           189         189           1.15 SKU-013801                     CafÚ Silver 1kg                    0        Alianþa ComÚrcio     17.97      34.65        False          False        False            0
       FOOD            51              3.30              3.31      2025-12-19   2026-03-26             7       44.6            30         150           1.14 SKU-013818                       Ëleo Plus 5kg                    0            Stock Direct      7.81      14.10        False          False        False            0
       FOOD            26              2.67              2.38      2026-01-28   2026-03-29             7       26.9            25         131           1.19 SKU-013823                     Arroz Plus 200g                    0  Ponto Forte Atacadista     22.12      30.24        False          False        False            0
       FOOD           155              3.93              4.65      2025-11-21   2026-03-24            21       34.9            99          99           0.94 SKU-013824                    Arroz Fresh 200g                    0       Comercial Vit¾ria     40.98      62.94        False          False        False            0
       FOOD           177              7.06              6.68      2026-02-28   2026-03-29            14       40.9           111         273           1.09 SKU-013833                     Arroz Vita 500g                    0   Distribuidora Central     21.50      36.35        False          False        False            0
       FOOD           467              8.22              9.88      2026-01-24   2026-03-31            30       50.4           284         284           1.07 SKU-013834                      CafÚ Gold 500g                    1  Ponto Forte Atacadista     24.90      50.15        False          False        False            0
       FOOD           100              3.15              3.19      2026-01-31   2026-03-28            14       61.0            61          76           0.78 SKU-013840                      Ëleo Mini 250g                    0      Ind·stria Reunidas     20.39      52.25        False          False        False            0
       FOOD           259              8.08              7.76      2025-12-05   2026-03-30            14       47.3           142         462           0.81 SKU-013843                  Leite Premium 250g                    5      Ind·stria Reunidas     21.72      41.21        False          False        False            0
       FOOD            28              3.56              3.48      2026-03-10   2026-03-30             7       62.5            27         171           0.79 SKU-013844                     FeijÒo Eco 200g                    0            GlobalSupply     34.20      91.28        False          False        False            0
       FOOD            20              2.34              2.15      2026-03-07   2026-03-30             3       31.8             7          76           1.18 SKU-013845                        Ëleo Eco 1kg                    0        Alianþa ComÚrcio     17.46      25.61        False          False        False            0
       FOOD             9              1.34              1.52      2026-01-22   2026-03-31             5       55.2             8          43           0.82 SKU-013848                      Aþ·car Sul 1kg                    0            Stock Direct     41.82      93.43        False          False        False            0
       FOOD            97             13.60             15.73      2025-10-09   2026-03-30             5       37.7            96         679           1.00 SKU-013851                     Aþ·car Eco 250g                    0      Ind·stria Reunidas     33.86      54.36        False          False        False            0
       FOOD            58              5.58              5.70      2025-11-16   2026-03-25             7       30.9            56         129           0.83 SKU-013856                   MacarrÒo Maxi 5kg                    0       Comercial Vit¾ria     42.15      60.97        False          False        False            0
       FOOD            93              2.85              2.41      2026-01-29   2026-03-30            21       59.7            75         152           1.07 SKU-013862                    Ëleo Aurora 250g                    1   Distribuidora Central     42.53     105.59        False          False        False            0
       FOOD            87             15.76              7.24      2025-11-09   2026-03-31             7       59.5           146         756           1.76 SKU-013871                    Arroz Aurora 1kg                    0      Ind·stria Reunidas     47.09     116.22         True           True        False          100
       FOOD            35              1.19              1.34      2025-12-04   2026-03-25            21       39.2            34          34           0.78 SKU-013875                 MacarrÒo Aurora 5kg                    0       Comercial Vit¾ria     33.62      55.28        False          False        False            0
       FOOD           129             14.19             10.94      2026-02-26   2026-03-26             7       22.0           118         472           1.21 SKU-013878                     FeijÒo Plus 5kg                    0            GlobalSupply     12.52      16.06        False          False        False            0
       FOOD            75              4.50              5.16      2026-01-15   2026-03-29             7       24.4            37         131           1.06 SKU-013879                      Leite Eco 200g                    0      Ind·stria Reunidas     40.02      52.92        False          False        False            0
       FOOD             7              0.51              0.66      2026-02-28   2026-03-24            10       20.6             6          21           0.72 SKU-013883                 Arroz Nordeste 200g                    0            Stock Direct     19.89      25.04        False          False        False            0
       FOOD             0             20.04             21.70      2026-03-06   2026-03-27            10       60.0           262         618           0.83 SKU-013892                  Aþ·car Natural 5kg                    9      Ind·stria Reunidas     11.97      29.96         True          False        False           85
       FOOD           424              7.10              6.55      2026-03-17   2026-03-26            21       24.0           182         402           1.15 SKU-013897                    Ëleo Vivace 200g                    2       AtacadÒo Nordeste     47.15      62.03        False          False        False            0
       FOOD           167              1.99              2.30      2026-01-13   2026-03-30            30       18.1            72          84           0.95 SKU-013898                   Leite Silver 200g                    0        Alianþa ComÚrcio     19.05      23.26        False          False        False            0
       FOOD            61             14.16             10.91      2026-03-23   2026-03-29             3       22.3            51         336           1.17 SKU-013900                   Arroz Natural 5kg                    0   VivaMais DistribuiþÒo     37.16      47.85        False          False        False            0
       FOOD           390              7.19              8.88      2025-12-16   2026-03-31            21       28.0           204         303           1.03 SKU-013904                       Ëleo Mini 5kg                    0   Distribuidora Central     21.53      29.91        False          False        False            0
       FOOD           339             11.41              9.30      2026-02-24   2026-03-28            21       64.6           338         409           1.06 SKU-013910                    Aþ·car Gold 500g                    0   Distribuidora Central      7.03      19.84        False          False        False            0
       FOOD          1806             28.79             16.76      2025-12-19   2026-03-26            21       22.4           436         688           1.01 SKU-013912                  Leite Original 1kg                    0         MaxiSuprimentos     31.87      41.08        False          False        False            0
       FOOD            55              2.75              2.58      2025-10-08   2026-03-26            10       19.0            40         105           0.78 SKU-013915                Aþ·car Original 200g                    0      Casa & Lar Atacado     38.68      47.75        False          False        False            0
       FOOD           132              6.48              7.44      2025-11-08   2026-03-28            14       48.4           117         226           1.04 SKU-013916                     CafÚ Fresh 200g                    0        Alianþa ComÚrcio     11.65      22.57        False          False        False            0
       FOOD           200              0.00              0.25             NaN   2025-08-27            10       19.5             1           1           1.09 SKU-013924                MacarrÒo Premium 1kg                    0        Alianþa ComÚrcio     34.39      42.73        False          False         True            0
       FOOD           418             14.16             13.02      2026-03-05   2026-03-27            10       46.6           184         626           0.76 SKU-013936                      Leite Plus 1kg                    0 PrimeFood Distribuidora     22.84      42.74        False          False        False            0
       FOOD            56              7.73              8.51      2026-02-07   2026-03-25             5       21.7            55         262           0.81 SKU-013940                    FeijÒo Maxi 500g                    0            Stock Direct     12.69      16.21        False          False        False            0
       FOOD           123              4.05              4.31      2025-12-03   2026-03-27            21       25.8           101         104           0.79 SKU-013942                      CafÚ Maxi 200g                    0   Distribuidora Central     10.33      13.93        False          False        False            0
       FOOD            13              3.66              2.95      2025-11-03   2026-03-24             3       54.4            12         109           1.24 SKU-013944                   MacarrÒo Pro 250g                    0            GlobalSupply     21.89      48.05        False          False        False            0
       FOOD           229             13.59             11.61      2025-11-25   2026-03-31             7       45.1           141         629           1.13 SKU-013949                       Ëleo Vita 5kg                    0       AtacadÒo Nordeste      6.22      11.34        False          False        False            0
       FOOD            61              6.93              7.50      2026-02-01   2026-03-28             5       45.3            47         354           0.73 SKU-013951                      Aþ·car Eco 5kg                    0  Ponto Forte Atacadista     25.44      46.49        False          False        False            0
       FOOD            18              4.62              2.32      2026-03-17   2026-03-28             7       29.4            40         140           1.43 SKU-013959                     Aþ·car Eco 500g                   11       AtacadÒo Nordeste     24.82      35.18         True           True        False           85
       FOOD            14              1.28              1.55      2026-01-16   2026-03-26             7       33.6            12          29           1.00 SKU-013960                   Ëleo TopMark 200g                    0   VivaMais DistribuiþÒo     48.11      72.49        False          False        False            0
       FOOD           129             11.51             11.79      2026-03-10   2026-03-31             7       53.3           111         253           0.74 SKU-013967                   FeijÒo Fresh 250g                    0   VivaMais DistribuiþÒo     49.11     105.25        False          False        False            0
       FOOD            97              6.68              5.58      2025-11-18   2026-03-24             7       22.6            69         147           1.16 SKU-013973                    MacarrÒo Eco 5kg                    0       AtacadÒo Nordeste     15.66      20.24        False          False        False            0
       FOOD           529              9.54             11.76      2025-10-04   2026-03-24            30       22.3           352         352           0.97 SKU-013974                 Arroz Nordeste 500g                    0       Comercial Vit¾ria      5.89       7.58        False          False        False            0
       FOOD           399             12.21             10.73      2025-11-03   2026-03-28            14       28.0           224         593           1.13 SKU-013982               Aþ·car PrimaCare 500g                    0            Stock Direct     15.36      21.33        False          False        False            0
       FOOD            76              8.06              3.43      2026-02-09   2026-03-25             5       34.0            46         188           1.33 SKU-013986                   Arroz Natural 1kg                    0         MaxiSuprimentos     29.10      44.08        False          False        False            0
       FOOD            87              2.17              2.02      2025-10-08   2026-03-30            21       37.2            68          68           1.18 SKU-013989                     Arroz Fresh 5kg                    2   Distribuidora Central     27.05      43.09        False          False        False            0
       FOOD           339              5.42              5.01      2025-12-12   2026-03-25            21       26.7           151         319           0.77 SKU-013992                  MacarrÒo Gold 200g                    5 PrimeFood Distribuidora      4.94       6.74        False          False        False            0
       FOOD           157              0.00              0.27             NaN   2025-12-18             7       22.8             1           1           1.03 SKU-013998                     Arroz Fresh 1kg                    0   Distribuidora Central     19.05      24.66        False          False         True            0
       FOOD           232              9.90              6.03      2026-03-20   2026-03-28            30       31.0           357         511           1.35 SKU-013999                    CafÚ Natural 1kg                    9      Ind·stria Reunidas     48.69      70.59         True           True        False           85
       FOOD           114             11.65             11.02      2025-11-12   2026-03-27             7       28.1           113         519           1.05 SKU-014009                   CafÚ Original 5kg                    0      Casa & Lar Atacado     43.69      60.78        False          False        False            0
       FOOD           968             32.61             28.35      2026-01-18   2026-03-24            14       34.2           614         981           0.83 SKU-014020               FeijÒo PrimaCare 200g                    0         MaxiSuprimentos     35.05      53.23        False          False        False            0
       FOOD           620             22.20             19.03      2025-12-13   2026-03-27            10       26.9           249         746           0.93 SKU-014021                      Arroz Sul 500g                    3   VivaMais DistribuiþÒo     35.45      48.47        False          False        False            0
       FOOD           181             14.36             14.38      2026-02-14   2026-03-25             7       44.2           128         742           1.13 SKU-014023                  FeijÒo Aurora 250g                    0   VivaMais DistribuiþÒo     40.84      73.25        False          False        False            0
       FOOD            20              1.46              1.25      2026-02-12   2026-03-30             7       42.2            12          64           1.04 SKU-014027                    Leite Fresh 200g                    0   Distribuidora Central     49.02      84.87        False          False        False            0
       FOOD           176              0.00              0.04      2025-10-28   2025-12-24            14       62.2             1           1           0.76 SKU-014028                FeijÒo Nordeste 250g                    0      Ind·stria Reunidas      3.48       9.21        False          False         True            0
       FOOD            56              1.74              1.79      2025-11-07   2026-03-30            14       57.0            32          65           0.88 SKU-014038                      Leite Plus 1kg                    0         TopParts Brasil     31.94      74.21        False          False        False            0
       FOOD           127              8.40             10.50      2025-12-24   2026-03-24            10       42.4           112         257           0.93 SKU-014044                    FeijÒo Vita 500g                    0         MaxiSuprimentos     37.97      65.95        False          False        False            0
       FOOD            21              0.00              0.03      2025-12-23   2025-11-01            10       61.2             1           1           1.05 SKU-014045                   Arroz Aurora 500g                    0 PrimeFood Distribuidora     13.44      34.67        False          False         True            0
       FOOD            66              3.82              3.20      2025-10-27   2026-03-25            10       54.0            56         196           1.00 SKU-014047                   Arroz Aurora 250g                    0 PrimeFood Distribuidora      8.93      19.42        False          False        False            0
       FOOD            47              2.24              2.49      2025-10-23   2026-03-30            10       43.3            31          90           0.72 SKU-014050                      Leite Mini 1kg                    0       AtacadÒo Nordeste     46.49      82.00        False          False        False            0
       FOOD            55              2.09              1.85      2026-03-01   2026-03-29            10       46.4            25          65           0.85 SKU-014056                     Aþ·car Vita 1kg                    0      Ind·stria Reunidas     22.19      41.43        False          False        False            0
       FOOD           212              7.36              8.25      2026-01-29   2026-03-25            10       60.6            84         196           0.98 SKU-014061                   CafÚ TopMark 500g                    0 PrimeFood Distribuidora     34.99      88.82        False          False        False            0
       FOOD           203             10.71              8.55      2025-12-03   2026-03-26             7       28.2            86         243           0.73 SKU-014065                     Leite Vita 500g                    0        Alianþa ComÚrcio      3.67       5.11        False          False        False            0
       FOOD            49              0.00              0.13      2025-10-14   2026-02-01            10       43.8             1           1           0.98 SKU-014069               MacarrÒo TopMark 250g                    0      Casa & Lar Atacado     35.68      63.53        False          False        False            0
       FOOD            22              1.52              1.57      2026-02-21   2026-03-25             7       30.3            15          50           1.12 SKU-014071                   Aþ·car Vivace 5kg                    1      Ind·stria Reunidas     29.98      43.03        False          False        False            0
       FOOD           234              5.82              7.17      2026-01-14   2026-03-24            21       47.2           169         298           1.09 SKU-014077                   MacarrÒo Mini 1kg                    0         MaxiSuprimentos      9.51      18.00        False          False        False            0
       FOOD           285              6.02              6.58      2026-01-02   2026-03-24            21       52.5           146         349           1.06 SKU-014080                 CafÚ PrimaCare 200g                    0   Distribuidora Central     10.67      22.47        False          False        False            0
       FOOD            65              6.24              6.50      2026-03-15   2026-03-28             7       49.4            64         343           0.81 SKU-014084                  Aþ·car Aurora 500g                    2      Casa & Lar Atacado     32.87      65.00        False          False        False            0
       FOOD            23              2.50              2.12      2025-11-23   2026-03-30             5       64.1            15          84           0.71 SKU-014096                    Ëleo Master 500g                    0      Ind·stria Reunidas     30.29      84.49        False          False        False            0
       FOOD            67              4.10              3.68      2026-02-11   2026-03-25            10       49.4            59         116           0.74 SKU-014101                    MacarrÒo Sul 5kg                    0  Ponto Forte Atacadista     43.77      86.42        False          False        False            0
       FOOD            24              1.31              1.11      2026-03-23   2026-03-31            10       61.5            19          42           1.05 SKU-014110                  Arroz TopMark 500g                    0        Alianþa ComÚrcio     13.71      35.62        False          False        False            0
       FOOD           403             13.81              7.97      2025-11-29   2026-03-30            14       41.3           219         292           1.89 SKU-014115                       CafÚ Eco 200g                    0        Alianþa ComÚrcio     46.87      79.86        False          False        False            0
       FOOD            43              1.99              2.17      2026-03-14   2026-03-30            10       28.5            22          72           0.86 SKU-014117                      Leite Eco 500g                    0            GlobalSupply     35.72      49.93        False          False        False            0
       FOOD           753             12.06              5.96      2026-02-12   2026-03-25            30       63.5           456         456           1.86 SKU-014121                   Leite TopMark 5kg                    0            GlobalSupply     15.23      41.75        False          False        False            0
       FOOD           113             11.57              9.67      2026-01-07   2026-03-24             5       46.6            66         611           0.79 SKU-014141                     Ëleo Master 5kg                    0         TopParts Brasil      4.61       8.63        False          False        False            0
       FOOD            57              0.00              0.05      2025-11-06   2025-08-16            10       25.4             1           1           0.93 SKU-014143                   MacarrÒo Vita 5kg                    0            GlobalSupply      2.24       3.00        False          False         True            0
       FOOD            65              3.90              4.86      2025-10-14   2026-03-25            14       60.8            64         185           0.92 SKU-014147                    Ëleo Vivace 500g                    0  Ponto Forte Atacadista     47.29     120.64        False          False        False            0
       FOOD           271             27.57             28.01      2025-11-13   2026-03-27             7       34.8           235        1113           1.10 SKU-014153                      Ëleo Vita 200g                    1   VivaMais DistribuiþÒo     27.01      41.41        False          False        False            0
       FOOD            31              0.00              0.26             NaN   2026-02-05            10       38.4             1           1           1.23 SKU-014163                  MacarrÒo Mini 200g                    0   VivaMais DistribuiþÒo     12.82      20.80        False          False        False            0
       FOOD            73              1.97              2.13      2025-10-12   2026-03-29            21       49.6            51          87           1.22 SKU-014173                 FeijÒo Original 1kg                    0         TopParts Brasil     12.44      24.69        False          False        False            0
       FOOD           247             29.53             18.78      2025-11-28   2026-03-28            14       44.1           293         975           1.10 SKU-014184                   Ëleo Natural 500g                    0  Ponto Forte Atacadista     28.76      51.42         True          False        False           85
       FOOD             2             17.55             14.85      2025-10-13   2026-03-28             7       37.2           168         913           0.79 SKU-014188                  Leite Premium 200g                    1         MaxiSuprimentos     48.41      77.11         True          False        False           70
       FOOD           189              0.00              0.16      2025-11-16   2025-08-10            10       54.1             1           1           1.23 SKU-014194                        Ëleo Eco 5kg                    0 PrimeFood Distribuidora     37.95      82.69        False          False         True            0
       FOOD           107              0.00              0.05      2026-02-25   2025-09-29             7       48.0             1           1           1.10 SKU-014196                   Aþ·car Master 1kg                    0            Stock Direct     29.75      57.23        False          False         True            0
       FOOD            63              0.00              0.05             NaN   2025-12-24            30       38.9             1           1           0.83 SKU-014197                      CafÚ Mini 250g                    1            GlobalSupply     45.74      74.84        False          False         True            0
       FOOD           145              9.94              4.96      2026-01-08   2026-03-27             7       55.3           100         207           1.60 SKU-014198                      FeijÒo Sul 5kg                   11         TopParts Brasil     43.35      97.05        False          False        False            0
       FOOD            26              3.81              4.33      2026-01-27   2026-03-30             3       62.3            16         120           0.99 SKU-014200                    Leite Fresh 500g                    0   VivaMais DistribuiþÒo     36.27      96.29        False          False        False            0
       FOOD            35              2.34              2.42      2026-02-24   2026-03-27            10       63.9            31          78           0.98 SKU-014209                       CafÚ Maxi 1kg                    0         MaxiSuprimentos     30.65      84.87        False          False        False            0
       FOOD            21              0.96              0.80      2025-10-21   2026-03-27            10       33.2            12          39           1.05 SKU-014210                     Ëleo Silver 5kg                    0         TopParts Brasil     10.37      15.53        False          False        False            0
       FOOD           192             21.28             24.95      2025-11-21   2026-03-24             5       60.4           119        1038           0.83 SKU-014216                   Leite Silver 200g                    0         TopParts Brasil     18.94      47.81        False          False        False            0
